age,type,origin,rarity
4501,3,5,0.0
4515,3,6,0.0
420,0,6,0.0
4957,3,4,0.0
2443,0,2,0.0
2635,0,0,0.0
2706,1,3,0.0
3903,0,5,0.0
1299,3,6,0.0
3400,3,6,0.0
1831,2,6,0.0
889,0,1,0.0
4084,2,4,0.0
1847,1,0,0.0
1879,2,3,0.0
1571,3,3,0.0
1053,4,4,0.0
4471,3,5,0.0
1127,0,1,0.0
3293,0,5,0.0
1549,2,1,0.0
4356,0,1,0.0
168,2,5,0.0
3287,3,6,0.0
3498,0,4,0.0
3677,4,1,0.0
334,3,0,0.0
1887,4,4,0.0
2094,1,6,0.0
2951,3,0,0.0
4021,0,3,0.0
2224,1,3,0.0
967,0,4,0.0
4765,1,5,0.0
2293,0,2,0.0
384,0,2,0.0
4467,2,2,0.0
3686,1,3,0.0
4930,2,4,0.0
969,4,1,0.0
3386,0,3,0.0
2911,4,0,0.0
4689,0,6,0.0
2231,0,4,0.0
714,1,1,0.0
2423,3,0,0.0
4950,2,5,0.0
193,1,3,0.0
1475,4,3,0.0
3816,4,3,0.0
2805,2,3,0.0
3697,2,1,0.0
2698,1,3,0.0
2760,3,2,0.0
4705,0,5,0.0
4005,2,3,0.0
2585,1,1,0.0
1049,3,2,0.0
4938,2,4,0.0
1583,2,1,0.0
855,2,4,0.0
1310,0,2,0.0
4533,2,4,0.0
555,1,0,0.0
2333,0,1,0.0
4907,0,0,0.0
4906,0,6,0.0
3317,1,3,0.0
2589,3,5,0.0
3670,0,4,0.0
4522,4,4,0.0
1178,2,4,0.0
3135,4,6,0.0
267,1,1,0.0
87,4,5,0.0
2550,0,5,0.0
4340,2,3,0.0
862,3,6,0.0
698,4,0,0.0
1841,2,4,0.0
1555,1,1,0.0
646,2,3,0.0
3632,0,4,0.0
146,4,4,0.0
3109,2,5,0.0
1980,2,1,0.0
1052,3,2,0.0
4571,4,5,0.0
3855,4,0,0.0
155,4,1,0.0
1394,2,3,0.0
533,2,2,0.0
4291,1,5,0.0
4642,2,6,0.0
3244,1,6,0.0
329,3,6,0.0
3062,0,0,0.0
2397,0,6,0.0
4455,0,0,0.0
4582,2,4,0.0
2350,0,6,0.0
3141,2,2,0.0
4574,0,0,0.0
2618,2,2,0.0
1548,2,2,0.0
3733,4,6,0.0
3215,4,4,0.0
2946,3,1,0.0
65,1,5,0.0
4500,1,3,0.0
1817,3,5,0.0
316,3,4,0.0
4401,4,4,0.0
4367,2,5,0.0
1849,4,3,0.0
3019,2,3,0.0
1735,1,3,0.0
1767,1,4,0.0
3346,2,5,0.0
1775,0,4,0.0
4800,0,4,0.0
4847,4,3,0.0
672,1,4,0.0
999,0,1,0.0
1562,2,1,0.0
2742,4,3,0.0
1535,3,4,0.0
3948,3,4,0.0
3578,4,1,0.0
25,4,3,0.0
4567,1,6,0.0
3721,2,5,0.0
2952,4,6,0.0
3942,0,0,0.0
3459,4,6,0.0
1295,4,2,0.0
1033,3,3,0.0
3358,4,1,0.0
3693,0,4,0.0
729,4,0,0.0
1883,4,3,0.0
2493,3,0,0.0
67,1,3,0.0
2806,1,4,0.0
13,0,6,0.0
4401,2,0,0.0
76,0,3,0.0
4843,1,4,0.0
323,0,1,0.0
4468,0,1,0.0
1575,2,3,0.0
1421,0,0,0.0
4413,0,1,0.0
4773,1,4,0.0
4997,1,3,0.0
4458,2,2,0.0
2500,3,3,0.0
4457,1,5,0.0
1181,0,0,0.0
4290,4,0,0.0
2908,0,0,0.0
4025,0,5,0.0
548,0,4,0.0
1403,1,5,0.0
3243,1,0,0.0
4557,1,1,0.0
4101,1,5,0.0
338,4,6,0.0
645,2,2,0.0
858,0,3,0.0
118,1,1,0.0
1673,4,3,0.0
194,3,6,0.0
1216,3,5,0.0
81,3,6,0.0
2764,0,2,0.0
2279,3,0,0.0
4324,4,3,0.0
3084,1,4,0.0
726,3,4,0.0
1203,1,2,0.0
5,1,0,0.0
4940,1,4,0.0
4705,4,2,0.0
1892,2,2,0.0
4325,1,0,0.0
828,1,3,0.0
1279,1,0,0.0
2854,2,3,0.0
1164,4,3,0.0
921,2,5,0.0
1811,2,3,0.0
4268,3,6,0.0
119,3,1,0.0
4071,0,2,0.0
3506,0,3,0.0
2961,0,3,0.0
1549,4,4,0.0
3728,0,5,0.0
628,3,2,0.0
4106,0,4,0.0
1450,2,5,0.0
2035,3,3,0.0
307,1,4,0.0
4383,3,0,0.0
3968,1,3,0.0
281,0,5,0.0
115,0,3,0.0
4007,1,0,0.0
2874,4,4,0.0
3019,2,6,0.0
4416,2,4,0.0
2369,1,4,0.0
2427,2,4,0.0
841,1,6,0.0
3477,2,3,0.0
49,4,3,0.0
2109,3,5,0.0
1623,4,0,0.0
4580,3,3,0.0
3013,3,0,0.0
1191,0,6,0.0
2628,0,5,0.0
405,0,1,0.0
2174,3,4,0.0
4844,2,3,0.0
2873,1,4,0.0
3893,2,3,0.0
746,0,2,0.0
9,2,5,0.0
1034,2,4,0.0
3921,1,2,0.0
2512,1,0,0.0
4356,3,5,0.0
4919,4,5,0.0
1733,4,5,0.0
4637,0,6,0.0
1575,4,5,0.0
3684,1,2,0.0
2756,0,6,0.0
1921,1,0,0.0
4232,1,2,0.0
1171,0,0,0.0
1555,3,2,0.0
4846,0,0,0.0
2422,1,6,0.0
3135,3,6,0.0
4488,0,2,0.0
259,2,6,0.0
79,0,1,0.0
1227,4,6,0.0
164,3,6,0.0
2293,1,2,0.0
2041,0,6,0.0
4691,0,4,0.0
773,1,4,0.0
1553,3,5,0.0
3884,2,6,0.0
4171,3,6,0.0
1799,2,4,0.0
4195,2,2,0.0
3499,3,3,0.0
1935,2,4,0.0
1126,3,6,0.0
2483,1,0,0.0
4378,1,3,0.0
3431,2,2,0.0
3898,1,3,0.0
981,0,2,0.0
911,4,6,0.0
1635,0,0,0.0
3022,0,3,0.0
3296,1,5,0.0
4666,2,0,0.0
2573,2,3,0.0
4547,2,1,0.0
2645,3,0,0.0
1406,1,5,0.0
1876,1,3,0.0
1623,1,4,0.0
4703,1,0,0.0
2421,3,6,0.0
2069,2,6,0.0
2507,4,3,0.0
2691,0,3,0.0
4929,3,4,0.0
4322,4,1,0.0
703,4,3,0.0
3596,2,0,0.0
556,1,1,0.0
512,4,3,0.0
2325,4,5,0.0
2162,3,3,0.0
2355,1,5,0.0
396,1,1,0.0
509,1,6,0.0
1361,3,4,0.0
4403,2,0,0.0
1642,1,2,0.0
4763,3,4,0.0
4618,2,2,0.0
1121,0,5,0.0
3788,4,2,0.0
1328,2,1,0.0
1072,2,2,0.0
4147,1,3,0.0
169,0,2,0.0
741,2,1,0.0
4613,2,0,0.0
3166,3,6,0.0
2372,4,4,0.0
4764,0,1,0.0
1599,0,3,0.0
4178,3,5,0.0
1172,1,3,0.0
1373,1,3,0.0
4519,2,6,0.0
4380,1,0,0.0
2953,2,0,0.0
465,4,3,0.0
3267,1,5,0.0
2449,2,3,0.0
3983,3,4,0.0
1594,4,3,0.0
4547,2,0,0.0
1244,1,4,0.0
425,1,0,0.0
1856,3,2,0.0
4353,3,0,0.0
2482,2,2,0.0
1799,3,1,0.0
1883,0,4,0.0
766,4,3,0.0
3675,1,4,0.0
3760,2,5,0.0
4205,0,1,0.0
4188,4,4,0.0
3213,3,1,0.0
2744,3,1,0.0
1907,2,5,0.0
2017,0,6,0.0
791,2,1,0.0
775,4,1,0.0
4101,0,0,0.0
242,3,2,0.0
4992,0,4,0.0
1199,2,2,0.0
1356,3,6,0.0
4590,1,2,0.0
2571,0,4,0.0
2009,2,1,0.0
2650,3,1,0.0
1485,3,5,0.0
1178,1,2,0.0
357,0,5,0.0
3332,0,6,0.0
1651,2,5,0.0
4820,2,5,0.0
2967,3,4,0.0
3015,3,3,0.0
3473,1,0,0.0
487,3,6,0.0
3635,1,5,0.0
3622,2,1,0.0
51,1,2,0.0
1280,3,1,0.0
683,2,6,0.0
1381,0,4,0.0
633,2,1,0.0
2429,3,5,0.0
3013,1,6,0.0
1225,1,5,0.0
2028,2,0,0.0
3227,4,5,0.0
1182,0,4,0.0
2626,2,6,0.0
3685,3,4,0.0
4051,4,6,0.0
1570,1,4,0.0
157,4,3,0.0
396,3,6,0.0
1604,4,1,0.0
4130,0,3,0.0
3159,0,4,0.0
1013,1,2,0.0
902,4,6,0.0
4416,3,3,0.0
4899,0,4,0.0
1166,4,0,0.0
4748,0,1,0.0
2464,0,6,0.0
3836,2,6,0.0
4069,0,5,0.0
3604,0,4,0.0
3374,0,6,0.0
2122,0,5,0.0
1310,0,1,0.0
4783,3,0,0.0
2811,4,2,0.0
4272,0,6,0.0
4230,2,3,0.0
1092,1,5,0.0
2731,2,4,0.0
81,4,3,0.0
1803,3,5,0.0
4475,3,3,0.0
1743,2,0,0.0
288,4,5,0.0
1253,4,4,0.0
2111,2,2,0.0
610,1,2,0.0
4232,0,4,0.0
1601,3,4,0.0
4919,1,5,0.0
4910,1,2,0.0
4301,2,0,0.0
1850,2,6,0.0
869,4,6,0.0
1968,1,1,0.0
1487,0,6,0.0
1942,2,0,0.0
239,0,4,0.0
1084,1,0,0.0
375,3,1,0.0
4187,1,5,0.0
2060,4,0,0.0
640,3,3,0.0
4926,2,2,0.0
895,3,6,0.0
2012,4,4,0.0
4555,1,6,0.0
3116,2,0,0.0
32,3,1,0.0
4146,2,4,0.0
4252,0,0,0.0
4987,0,0,0.0
574,1,2,0.0
488,1,2,0.0
3233,0,5,0.0
1342,1,0,0.0
92,2,6,0.0
312,3,2,0.0
968,2,6,0.0
3460,3,3,0.0
192,3,4,0.0
357,0,6,0.0
963,2,6,0.0
4540,1,1,0.0
324,2,6,0.0
1339,2,5,0.0
2720,0,6,0.0
691,3,6,0.0
2674,0,2,0.0
905,1,3,0.0
1628,1,6,0.0
4898,4,6,0.0
1350,2,2,0.0
3284,0,5,0.0
1174,2,5,0.0
263,4,6,0.0
2895,0,4,0.0
1116,1,6,0.0
4651,1,4,0.0
3214,1,4,0.0
1757,1,5,0.0
2129,3,6,0.0
3981,4,2,0.0
2317,0,2,0.0
4180,2,2,0.0
4831,0,5,0.0
1555,1,3,0.0
2658,4,6,0.0
2162,0,1,0.0
1390,2,2,0.0
2172,1,4,0.0
3193,1,3,0.0
4597,1,5,0.0
3050,3,5,0.0
1643,2,4,0.0
3346,3,2,0.0
2548,2,1,0.0
179,0,2,0.0
2757,4,0,0.0
2716,2,1,0.0
3821,3,1,0.0
3452,4,2,0.0
71,2,3,0.0
1360,0,4,0.0
3165,2,5,0.0
2049,1,4,0.0
990,2,6,0.0
1940,0,5,0.0
4783,3,6,0.0
3790,1,5,0.0
2099,1,4,0.0
2319,4,4,0.0
2742,3,0,0.0
2245,4,4,0.0
4726,4,5,0.0
4482,3,4,0.0
3785,4,5,0.0
923,3,4,0.0
4917,4,2,0.0
2867,4,0,0.0
3866,1,4,0.0
14,3,3,0.0
922,3,1,0.0
1177,1,0,0.0
2729,1,4,0.0
3537,3,3,0.0
4824,2,6,0.0
192,1,4,0.0
2592,0,6,0.0
4702,3,1,0.0
1196,4,6,0.0
4683,0,5,0.0
2009,2,3,0.0
98,2,1,0.0
4885,3,1,0.0
553,3,0,0.0
1230,2,6,0.0
450,4,1,0.0
2415,2,3,0.0
2611,3,1,0.0
166,3,6,0.0
1076,1,5,0.0
1522,1,4,0.0
2977,0,2,0.0
4406,3,4,0.0
1824,4,3,0.0
1620,2,0,0.0
140,0,4,0.0
3340,2,0,0.0
1562,4,6,0.0
2689,0,2,0.0
1689,1,5,0.0
3694,0,2,0.0
249,1,0,0.0
1060,3,1,0.0
853,2,0,0.0
3703,2,3,0.0
583,3,4,0.0
1370,3,0,0.0
177,1,2,0.0
3003,1,5,0.0
3581,4,3,0.0
120,0,2,0.0
772,1,5,0.0
108,4,1,0.0
142,3,6,0.0
2499,2,1,0.0
2157,4,4,0.0
3662,2,4,0.0
1749,3,1,0.0
1796,3,6,0.0
2054,0,6,0.0
2756,4,6,0.0
1076,1,0,0.0
1382,0,2,0.0
3231,3,2,0.0
2635,4,1,0.0
1604,0,3,0.0
2643,3,5,0.0
2946,1,2,0.0
2328,0,4,0.0
3018,2,0,0.0
3670,3,2,0.0
4069,0,1,0.0
35,0,1,0.0
4425,0,5,0.0
1216,3,4,0.0
2697,4,1,0.0
1831,1,0,0.0
1945,2,5,0.0
3487,3,2,0.0
4776,4,3,0.0
2008,1,3,0.0
4882,2,3,0.0
1109,1,3,0.0
1096,4,1,0.0
4898,1,5,0.0
246,4,3,0.0
2596,0,6,0.0
1372,1,0,0.0
977,4,2,0.0
4321,0,1,0.0
380,0,3,0.0
1257,1,3,0.0
2392,3,1,0.0
1525,2,2,0.0
128,0,0,0.0
4806,3,6,0.0
832,4,4,0.0
3405,4,5,0.0
2488,0,4,0.0
3068,3,0,0.0
4767,1,3,0.0
3028,0,3,0.0
614,2,2,0.0
3486,4,6,0.0
1950,3,5,0.0
2082,3,0,0.0
1980,1,1,0.0
1778,1,4,0.0
3261,4,2,0.0
4172,0,3,0.0
3383,2,1,0.0
884,2,2,0.0
4028,1,4,0.0
3181,1,1,0.0
3577,2,0,0.0
4980,4,6,0.0
3117,0,1,0.0
511,1,4,0.0
3816,0,1,0.0
3605,2,1,0.0
2642,2,0,0.0
4658,1,2,0.0
805,0,3,0.0
212,4,3,0.0
2106,2,2,0.0
2701,0,6,0.0
3483,2,3,0.0
1795,2,5,0.0
3431,4,1,0.0
4864,4,4,0.0
613,3,5,0.0
4529,4,4,0.0
1884,3,0,0.0
2712,3,0,0.0
4262,3,5,0.0
2426,2,1,0.0
3616,0,3,0.0
914,0,0,0.0
4333,3,5,0.0
3129,0,2,0.0
4517,0,6,0.0
695,4,1,0.0
2972,3,0,0.0
1574,0,6,0.0
2576,0,6,0.0
2709,1,4,0.0
687,2,3,0.0
4051,1,5,0.0
2765,2,0,0.0
1043,3,0,0.0
258,2,4,0.0
3475,2,1,0.0
2803,0,5,0.0
4830,2,6,0.0
4825,3,4,0.0
1909,1,5,0.0
321,0,3,0.0
3824,4,3,0.0
2253,0,4,0.0
3959,1,5,0.0
4500,0,4,0.0
2906,4,1,0.0
4081,0,0,0.0
2230,2,2,0.0
1252,0,5,0.0
4981,4,3,0.0
4890,4,2,0.0
1530,3,0,0.0
1856,3,5,0.0
3754,1,5,0.0
149,3,1,0.0
1953,1,2,0.0
4720,4,2,0.0
4556,3,5,0.0
15,3,3,0.0
1713,3,4,0.0
17,4,1,0.0
683,1,5,0.0
1409,3,6,0.0
1781,0,3,0.0
622,1,2,0.0
763,0,2,0.0
11,2,2,0.0
1471,1,2,0.0
60,1,2,0.0
1232,3,0,0.0
864,3,6,0.0
675,1,5,0.0
3044,4,1,0.0
309,4,2,0.0
4189,0,4,0.0
2602,3,1,0.0
4268,2,2,0.0
4318,0,2,0.0
1055,2,6,0.0
2207,4,0,0.0
2535,1,1,0.0
1868,0,6,0.0
1684,1,3,0.0
3249,3,5,0.0
2659,3,3,0.0
408,0,5,0.0
1961,0,1,0.0
1010,3,4,0.0
262,0,0,0.0
2329,3,6,0.0
3983,4,5,0.0
326,2,5,0.0
3644,3,2,0.0
2748,1,2,0.0
4708,4,0,0.0
3809,3,0,0.0
2723,4,3,0.0
4729,3,2,0.0
3482,4,0,0.0
3894,1,1,0.0
4439,3,2,0.0
405,4,2,0.0
2009,1,3,0.0
4711,4,0,0.0
309,1,0,0.0
121,0,0,0.0
43,3,3,0.0
2953,3,3,0.0
377,2,4,0.0
3712,1,3,0.0
393,2,5,0.0
2042,1,5,0.0
3005,2,3,0.0
3177,4,5,0.0
2711,4,5,0.0
2712,1,4,0.0
3044,3,3,0.0
1144,0,3,0.0
4051,3,3,0.0
4854,4,2,0.0
2086,1,3,0.0
1233,1,0,0.0
3933,2,6,0.0
1047,3,3,0.0
4219,0,6,0.0
3782,3,2,0.0
2263,4,2,0.0
3633,1,5,0.0
2797,2,3,0.0
232,3,6,0.0
2467,4,1,0.0
2507,2,6,0.0
2047,3,0,0.0
660,1,3,0.0
3171,2,4,0.0
609,1,5,0.0
1753,2,2,0.0
1313,2,5,0.0
2573,2,2,0.0
2470,2,6,0.0
1663,3,0,0.0
2390,0,6,0.0
725,3,0,0.0
2274,4,4,0.0
4752,1,0,0.0
2717,4,4,0.0
3009,0,1,0.0
4483,1,2,0.0
1576,1,6,0.0
3430,1,5,0.0
4868,1,1,0.0
1280,0,0,0.0
379,1,5,0.0
920,3,6,0.0
3038,4,0,0.0
1932,3,0,0.0
3092,0,0,0.0
3737,4,0,0.0
4010,2,0,0.0
109,2,3,0.0
2861,4,5,0.0
3545,3,2,0.0
3519,2,4,0.0
4345,3,5,0.0
3831,1,4,0.0
4971,1,6,0.0
3438,2,5,0.0
3517,0,4,0.0
4594,1,5,0.0
2058,1,0,0.0
3629,3,0,0.0
1720,2,2,0.0
1902,2,2,0.0
3506,0,2,0.0
1847,0,4,0.0
4609,1,3,0.0
3634,0,3,0.0
2121,2,6,0.0
4092,3,6,0.0
4919,0,1,0.0
4991,4,2,0.0
324,3,5,0.0
4281,1,4,0.0
1773,4,3,0.0
2378,3,3,0.0
2676,2,3,0.0
1443,0,6,0.0
4072,3,3,0.0
4350,3,2,0.0
3469,1,5,0.0
4954,0,3,0.0
4793,4,3,0.0
4363,4,5,0.0
455,3,6,0.0
3292,1,1,0.0
3268,3,2,0.0
2965,0,6,0.0
4416,3,4,0.0
320,3,5,0.0
3089,3,5,0.0
3951,1,1,0.0
3935,2,2,0.0
4942,2,1,0.0
1052,3,6,0.0
2994,0,0,0.0
2625,4,4,0.0
3923,2,5,0.0
326,4,4,0.0
4315,2,4,0.0
3425,2,5,0.0
3350,3,4,0.0
2245,2,1,0.0
3919,0,3,0.0
3938,0,1,0.0
4208,4,3,0.0
3582,4,5,0.0
4468,0,2,0.0
177,2,6,0.0
2027,2,6,0.0
4871,2,1,0.0
4996,3,6,0.0
4820,3,5,0.0
3096,4,4,0.0
1229,1,0,0.0
3875,0,6,0.0
2432,4,4,0.0
262,4,4,0.0
2123,3,2,0.0
3247,1,0,0.0
1403,4,2,0.0
880,2,0,0.0
4206,4,5,0.0
3934,4,5,0.0
1292,0,3,0.0
2513,3,6,0.0
2687,4,2,0.0
1871,4,5,0.0
2584,1,1,0.0
2509,1,1,0.0
418,4,4,0.0
4431,4,0,0.0
1527,1,2,0.0
4851,4,0,0.0
4741,0,5,0.0
641,2,5,0.0
1878,0,0,0.0
2213,0,3,0.0
4560,0,6,0.0
457,4,3,0.0
3655,3,4,0.0
1541,3,5,0.0
4389,1,4,0.0
283,4,1,0.0
348,4,6,0.0
4028,0,3,0.0
3234,4,2,0.0
693,1,4,0.0
167,1,2,0.0
4490,2,3,0.0
2243,3,6,0.0
149,3,3,0.0
1997,3,6,0.0
2189,1,6,0.0
4725,2,0,0.0
1455,1,2,0.0
1007,4,5,0.0
3452,0,6,0.0
1152,0,3,0.0
4773,0,6,0.0
3678,0,4,0.0
4553,4,1,0.0
4544,1,4,0.0
4636,1,0,0.0
739,0,5,0.0
1461,3,2,0.0
3220,1,2,0.0
1734,2,0,0.0
3960,0,6,0.0
3890,3,0,0.0
1127,2,4,0.0
3611,4,2,0.0
3921,2,3,0.0
361,4,3,0.0
2333,0,0,0.0
1140,4,6,0.0
2688,2,4,0.0
591,3,3,0.0
741,1,6,0.0
2105,2,5,0.0
2572,0,0,0.0
3601,2,2,0.0
1620,0,0,0.0
3094,2,5,0.0
2294,0,5,0.0
4190,1,4,0.0
2749,3,2,0.0
260,1,0,0.0
788,4,4,0.0
3962,2,5,0.0
3730,0,1,0.0
2685,3,4,0.0
1056,1,6,0.0
3725,2,2,0.0
1760,0,1,0.0
323,3,4,0.0
4909,1,2,0.0
1315,2,1,0.0
2994,1,6,0.0
4598,3,3,0.0
4659,3,4,0.0
4795,3,5,0.0
4493,1,2,0.0
4679,0,2,0.0
3940,0,5,0.0
4204,2,3,0.0
3520,3,2,0.0
665,0,2,0.0
1124,3,5,0.0
528,1,3,0.0
654,0,6,0.0
1185,1,2,0.0
574,1,0,0.0
3140,3,0,0.0
1484,1,2,0.0
2429,0,2,0.0
12,0,6,0.0
2057,3,4,0.0
985,0,6,0.0
3762,3,0,0.0
3149,1,3,0.0
4053,0,2,0.0
973,3,0,0.0
1219,3,0,0.0
81,0,5,0.0
3369,2,0,0.0
2008,1,0,0.0
3972,1,0,0.0
1521,1,6,0.0
4416,0,6,0.0
4104,4,2,0.0
1597,2,5,0.0
895,0,3,0.0
3614,0,6,0.0
357,2,1,0.0
3218,0,6,0.0
2674,0,6,0.0
1674,0,4,0.0
2457,2,4,0.0
1213,0,5,0.0
4324,0,4,0.0
4467,2,4,0.0
2338,2,5,0.0
1864,0,1,0.0
69,0,5,0.0
3261,4,5,0.0
375,2,3,0.0
1990,3,5,0.0
3723,0,2,0.0
1488,1,2,0.0
2046,2,2,0.0
828,1,2,0.0
4868,4,3,0.0
173,3,3,0.0
1087,4,2,0.0
1838,4,3,0.0
1037,0,3,0.0
770,1,6,0.0
3721,4,5,0.0
1560,2,4,0.0
1423,4,2,0.0
4440,4,4,0.0
2266,3,1,0.0
781,3,3,0.0
560,1,2,0.0
4001,1,6,0.0
3155,1,0,0.0
1844,0,0,0.0
72,3,1,0.0
4943,2,2,0.0
1126,3,5,0.0
487,3,2,0.0
2935,0,0,0.0
698,0,6,0.0
157,4,0,0.0
582,3,4,0.0
3916,4,2,0.0
2528,1,5,0.0
3647,0,0,0.0
2711,1,4,0.0
1295,4,6,0.0
816,2,5,0.0
347,0,3,0.0
3146,2,1,0.0
2861,0,0,0.0
3652,2,4,0.0
2141,3,5,0.0
4665,3,3,0.0
4657,1,2,0.0
2563,4,3,0.0
4010,3,1,0.0
2109,4,4,0.0
1080,3,1,0.0
4052,3,5,0.0
793,2,1,0.0
2575,3,4,0.0
3960,2,4,0.0
4105,2,5,0.0
3898,1,2,0.0
4831,1,1,0.0
2410,0,6,0.0
4063,0,1,0.0
3147,0,4,0.0
1650,4,2,0.0
3069,2,3,0.0
534,2,0,0.0
1829,3,1,0.0
4275,1,0,0.0
4040,4,4,0.0
4757,0,2,0.0
3295,0,6,0.0
4288,0,4,0.0
945,4,2,0.0
2713,3,4,0.0
2809,1,3,0.0
4878,4,2,0.0
3930,3,2,0.0
4168,2,0,0.0
4791,0,4,0.0
4837,4,4,0.0
2387,3,5,0.0
150,0,2,0.0
4614,3,5,0.0
1149,0,2,0.0
2173,2,0,0.0
1832,1,1,0.0
3958,0,4,0.0
4791,2,6,0.0
4944,1,2,0.0
1287,0,0,0.0
649,4,0,0.0
3724,0,1,0.0
62,4,4,0.0
4537,3,0,0.0
3262,3,5,0.0
4144,1,6,0.0
512,3,3,0.0
2102,4,4,0.0
4334,2,3,0.0
1027,2,4,0.0
2547,3,6,0.0
1728,4,4,0.0
2396,0,4,0.0
4034,4,3,0.0
1726,0,5,0.0
4888,3,2,0.0
1066,2,3,0.0
1516,2,1,0.0
97,1,6,0.0
4694,1,1,0.0
4741,3,2,0.0
3144,2,5,0.0
3228,3,0,0.0
3279,3,1,0.0
253,4,3,0.0
1257,4,0,0.0
4361,2,6,0.0
1825,2,5,0.0
1243,0,6,0.0
2626,0,3,0.0
3388,4,4,0.0
1131,3,2,0.0
4225,4,6,0.0
67,2,5,0.0
4700,1,5,0.0
1892,1,2,0.0
507,0,0,0.0
2958,2,2,0.0
2911,0,4,0.0
2520,3,2,0.0
4448,0,3,0.0
857,4,0,0.0
760,1,5,0.0
3181,3,3,0.0
4475,0,1,0.0
586,0,4,0.0
829,2,4,0.0
3840,1,4,0.0
1508,4,5,0.0
3856,3,0,0.0
2000,1,2,0.0
4651,0,0,0.0
869,2,2,0.0
1421,0,3,0.0
1237,4,6,0.0
4207,3,3,0.0
641,1,2,0.0
1826,1,3,0.0
883,1,3,0.0
2535,0,0,0.0
1738,3,0,0.0
417,1,0,0.0
3733,3,5,0.0
4022,2,4,0.0
857,3,2,0.0
4097,2,1,0.0
223,3,5,0.0
2869,2,0,0.0
606,4,2,0.0
4041,1,2,0.0
4531,0,5,0.0
2850,1,2,0.0
3744,1,0,0.0
1754,1,3,0.0
2781,1,6,0.0
2613,1,2,0.0
1262,2,4,0.0
3903,1,6,0.0
4892,2,2,0.0
4640,3,1,0.0
1625,2,5,0.0
2982,0,4,0.0
616,1,5,0.0
1440,1,1,0.0
589,2,1,0.0
3163,3,0,0.0
2539,1,1,0.0
3421,3,4,0.0
4436,2,3,0.0
3051,4,2,0.0
1919,0,3,0.0
2998,4,5,0.0
2710,2,6,0.0
2248,0,2,0.0
1613,4,0,0.0
2332,3,6,0.0
382,0,6,0.0
167,0,5,0.0
962,0,1,0.0
911,3,0,0.0
2020,4,3,0.0
877,0,3,0.0
2754,3,4,0.0
