age,type,origin,rarity
96,0,5,0.0
530,3,1,0.0
2127,4,6,0.0
2083,2,0,0.0
707,0,5,0.0
2646,0,5,0.0
2730,3,5,0.0
1816,3,4,0.0
2977,0,1,0.0
2525,4,6,0.0
2316,4,6,0.0
925,0,1,0.0
92,1,5,0.0
1537,3,0,0.0
2134,1,2,0.0
2525,0,3,0.0
2875,0,5,0.0
1528,4,4,0.0
2322,2,0,0.0
1214,4,1,0.0
2018,4,6,0.0
2635,3,1,0.0
92,2,2,0.0
371,1,5,0.0
1315,0,4,0.0
515,3,2,0.0
2476,2,0,0.0
928,3,0,0.0
2754,4,0,0.0
926,4,5,0.0
808,0,2,0.0
1441,2,4,0.0
2311,4,6,0.0
2396,2,2,0.0
349,2,2,0.0
1804,3,5,0.0
2229,2,6,0.0
215,2,6,0.0
243,2,6,0.0
1393,3,3,0.0
2704,0,5,0.0
824,4,2,0.0
1670,2,5,0.0
2333,2,3,0.0
2686,4,0,0.0
1596,1,5,0.0
1196,4,6,0.0
1684,2,6,0.0
351,2,0,0.0
2320,2,3,0.0
658,1,3,0.0
1717,3,5,0.0
2004,0,1,0.0
2490,3,6,0.0
2767,0,4,0.0
670,2,4,0.0
2732,2,6,0.0
463,4,3,0.0
802,3,5,0.0
2573,1,1,0.0
747,3,3,0.0
438,3,0,0.0
1959,3,0,0.0
715,3,2,0.0
1578,2,4,0.0
1437,4,4,0.0
1471,4,5,0.0
191,3,6,0.0
2246,1,2,0.0
1619,3,6,0.0
2504,2,3,0.0
862,0,4,0.0
2149,3,4,0.0
269,4,6,0.0
410,3,3,0.0
2694,1,3,0.0
489,0,5,0.0
635,0,0,0.0
1513,4,4,0.0
2172,2,0,0.0
2822,2,3,0.0
2732,2,1,0.0
1779,1,2,0.0
1199,1,2,0.0
567,3,1,0.0
37,2,0,0.0
2019,3,5,0.0
2247,0,6,0.0
493,2,4,0.0
2148,3,2,0.0
2836,0,0,0.0
1574,3,2,0.0
2039,1,5,0.0
33,1,3,0.0
553,2,6,0.0
494,3,6,0.0
641,1,4,0.0
153,1,1,0.0
2341,2,6,0.0
2412,0,6,0.0
1972,4,5,0.0
1288,2,0,0.0
1265,4,3,0.0
2289,2,5,0.0
1553,0,4,0.0
889,0,4,0.0
2924,4,0,0.0
2112,2,5,0.0
2344,2,6,0.0
1610,3,1,0.0
1725,2,4,0.0
2837,0,0,0.0
206,3,2,0.0
397,0,1,0.0
572,0,2,0.0
912,2,6,0.0
2201,4,6,0.0
2870,0,4,0.0
513,4,5,0.0
2705,0,5,0.0
1714,3,4,0.0
869,2,2,0.0
2048,4,1,0.0
1225,4,0,0.0
1232,1,4,0.0
1284,3,2,0.0
1512,0,6,0.0
2552,2,6,0.0
2183,3,2,0.0
2172,0,5,0.0
2658,1,1,0.0
2390,4,5,0.0
2072,2,1,0.0
597,0,4,0.0
2191,0,3,0.0
2785,3,1,0.0
2203,0,3,0.0
40,4,3,0.0
1547,4,3,0.0
1103,3,6,0.0
1751,3,4,0.0
2469,1,4,0.0
1411,3,6,0.0
310,2,5,0.0
776,1,4,0.0
1251,4,1,0.0
1418,1,1,0.0
303,4,5,0.0
584,3,5,0.0
2852,2,0,0.0
2030,1,0,0.0
2675,1,6,0.0
372,1,0,0.0
130,2,1,0.0
1255,1,3,0.0
2428,0,5,0.0
2185,4,0,0.0
296,0,2,0.0
1588,0,1,0.0
1544,0,1,0.0
264,1,6,0.0
2660,3,1,0.0
2731,4,0,0.0
2236,4,5,0.0
587,2,3,0.0
591,1,4,0.0
210,4,2,0.0
122,3,1,0.0
1729,2,0,0.0
1068,2,5,0.0
2596,4,0,0.0
1403,0,1,0.0
2905,4,0,0.0
2056,1,0,0.0
1568,0,6,0.0
1750,3,4,0.0
1092,3,1,0.0
2939,2,0,0.0
863,4,0,0.0
1600,4,0,0.0
2215,2,1,0.0
272,0,1,0.0
1989,4,6,0.0
2903,3,5,0.0
313,0,4,0.0
1518,1,6,0.0
763,4,4,0.0
1250,2,2,0.0
471,2,1,0.0
2029,4,0,0.0
769,1,0,0.0
1952,1,2,0.0
425,1,1,0.0
2349,2,2,0.0
2014,4,5,0.0
2966,2,4,0.0
1809,4,5,0.0
1687,3,0,0.0
679,2,0,0.0
10,2,1,0.0
526,4,0,0.0
1338,0,6,0.0
1637,4,6,0.0
2978,3,2,0.0
420,0,4,0.0
2302,3,0,0.0
990,0,6,0.0
2426,3,4,0.0
1393,3,2,0.0
1686,2,3,0.0
2645,0,3,0.0
1307,1,2,0.0
2480,0,4,0.0
1688,4,6,0.0
2318,4,1,0.0
1555,2,6,0.0
568,2,0,0.0
381,4,6,0.0
1349,0,6,0.0
1184,0,4,0.0
1046,3,3,0.0
1049,0,6,0.0
1170,1,6,0.0
154,4,4,0.0
488,2,3,0.0
1790,2,3,0.0
679,4,1,0.0
428,3,4,0.0
1073,0,6,0.0
1964,0,4,0.0
2409,4,2,0.0
253,4,0,0.0
1839,3,4,0.0
704,0,4,0.0
95,0,5,0.0
2069,4,2,0.0
2589,1,3,0.0
1604,0,3,0.0
2269,4,5,0.0
2221,4,2,0.0
1444,0,4,0.0
863,2,5,0.0
1321,3,4,0.0
435,3,3,0.0
901,2,3,0.0
2293,4,2,0.0
2712,2,2,0.0
497,4,4,0.0
1978,3,4,0.0
2868,2,6,0.0
2541,3,1,0.0
1710,3,3,0.0
358,3,3,0.0
2965,3,0,0.0
2666,1,2,0.0
604,1,6,0.0
50,2,1,0.0
854,4,3,0.0
793,4,6,0.0
1999,4,5,0.0
1330,2,5,0.0
2806,3,4,0.0
1620,3,4,0.0
607,4,6,0.0
872,3,4,0.0
864,0,6,0.0
289,4,4,0.0
1545,2,2,0.0
2150,0,3,0.0
1015,0,0,0.0
296,0,0,0.0
2670,2,1,0.0
712,3,5,0.0
190,2,5,0.0
2094,0,5,0.0
2323,3,3,0.0
1421,2,6,0.0
1754,2,2,0.0
29,3,4,0.0
807,4,3,0.0
1522,1,3,0.0
1958,0,3,0.0
1542,0,0,0.0
1839,0,5,0.0
2742,0,2,0.0
793,0,3,0.0
2632,3,5,0.0
2571,4,2,0.0
1896,3,4,0.0
306,4,6,0.0
1203,2,0,0.0
1700,3,6,0.0
254,4,1,0.0
1743,0,4,0.0
2593,2,6,0.0
1830,2,0,0.0
3000,0,4,0.0
853,0,1,0.0
1444,3,1,0.0
1867,4,5,0.0
275,1,3,0.0
1833,1,4,0.0
2978,3,0,0.0
2787,2,3,0.0
1990,2,1,0.0
419,0,0,0.0
1559,2,1,0.0
1577,4,0,0.0
411,1,6,0.0
1788,4,3,0.0
2882,0,6,0.0
1750,0,6,0.0
1556,4,0,0.0
2773,2,5,0.0
1847,2,3,0.0
2442,1,0,0.0
2579,0,6,0.0
758,1,2,0.0
1523,4,4,0.0
1959,0,0,0.0
1969,1,2,0.0
1380,1,3,0.0
2669,4,4,0.0
1078,2,4,0.0
2548,1,1,0.0
964,2,4,0.0
1074,1,4,0.0
1565,4,5,0.0
26,3,4,0.0
1485,2,4,0.0
737,2,1,0.0
308,3,0,0.0
611,1,2,0.0
288,1,5,0.0
2847,0,1,0.0
24,2,2,0.0
633,1,1,0.0
2101,2,2,0.0
2908,3,3,0.0
567,3,2,0.0
486,3,0,0.0
48,2,0,0.0
2788,1,4,0.0
2526,3,5,0.0
1960,1,5,0.0
2313,2,3,0.0
2810,4,1,0.0
1185,0,6,0.0
1745,2,4,0.0
859,0,0,0.0
1956,4,5,0.0
343,0,6,0.0
719,0,5,0.0
1130,0,1,0.0
2560,3,5,0.0
2763,2,3,0.0
2226,0,4,0.0
1685,2,6,0.0
66,4,3,0.0
1599,4,2,0.0
2653,2,1,0.0
873,3,0,0.0
2687,4,3,0.0
1340,4,0,0.0
1127,0,3,0.0
2538,1,1,0.0
1185,0,3,0.0
2702,1,1,0.0
644,4,1,0.0
1887,3,1,0.0
1976,3,3,0.0
2017,1,4,0.0
2929,3,1,0.0
667,4,0,0.0
2531,3,3,0.0
1625,2,1,0.0
1598,3,5,0.0
2921,1,0,0.0
1543,4,4,0.0
1078,2,5,0.0
421,2,1,0.0
663,2,3,0.0
526,1,6,0.0
381,4,5,0.0
1176,2,2,0.0
2791,0,1,0.0
1297,3,3,0.0
434,0,2,0.0
397,1,4,0.0
110,0,4,0.0
2995,0,3,0.0
511,3,5,0.0
516,3,5,0.0
2102,0,4,0.0
2893,4,1,0.0
874,2,2,0.0
1235,2,0,0.0
2939,3,5,0.0
2204,0,6,0.0
1329,1,1,0.0
1047,1,4,0.0
245,0,1,0.0
1150,1,4,0.0
1846,2,5,0.0
1652,0,1,0.0
1830,0,3,0.0
1053,4,6,0.0
1220,1,0,0.0
1659,2,5,0.0
234,2,3,0.0
1901,0,5,0.0
2227,3,4,0.0
1139,3,5,0.0
2568,3,0,0.0
1568,4,4,0.0
1232,1,3,0.0
269,1,1,0.0
1941,0,1,0.0
2305,0,2,0.0
1093,2,2,0.0
2188,3,0,0.0
655,4,3,0.0
2087,2,0,0.0
365,3,0,0.0
330,3,5,0.0
2173,0,4,0.0
970,0,0,0.0
891,0,0,0.0
771,0,1,0.0
1843,4,1,0.0
2890,4,1,0.0
501,0,5,0.0
1074,4,3,0.0
881,2,2,0.0
1759,1,0,0.0
652,1,1,0.0
2656,4,2,0.0
358,2,0,0.0
2589,1,4,0.0
140,2,6,0.0
1049,4,4,0.0
1830,1,1,0.0
540,0,6,0.0
2818,2,2,0.0
86,1,0,0.0
757,1,1,0.0
329,3,6,0.0
2492,4,0,0.0
2833,1,2,0.0
1656,1,0,0.0
294,4,5,0.0
1060,2,4,0.0
2276,1,1,0.0
148,0,5,0.0
120,4,1,0.0
2023,0,0,0.0
287,2,1,0.0
1619,2,0,0.0
1631,3,4,0.0
673,4,3,0.0
472,3,3,0.0
2675,0,1,0.0
2120,3,3,0.0
1140,4,3,0.0
1714,1,3,0.0
441,1,4,0.0
2253,4,1,0.0
892,3,3,0.0
703,0,0,0.0
87,4,5,0.0
33,3,1,0.0
1636,3,5,0.0
617,2,6,0.0
1831,2,2,0.0
1290,3,4,0.0
148,1,5,0.0
1500,3,2,0.0
585,0,6,0.0
465,4,2,0.0
1597,1,5,0.0
2147,2,4,0.0
2161,2,1,0.0
1896,4,0,0.0
1959,2,2,0.0
2098,2,5,0.0
1488,4,5,0.0
2944,0,0,0.0
645,1,3,0.0
1086,4,2,0.0
1692,4,6,0.0
2435,2,0,0.0
2775,4,5,0.0
88,2,5,0.0
2216,4,3,0.0
2620,0,2,0.0
1334,0,6,0.0
2262,2,1,0.0
1095,1,4,0.0
2387,0,1,0.0
540,4,6,0.0
200,1,3,0.0
1294,3,1,0.0
705,0,1,0.0
2259,1,2,0.0
392,3,3,0.0
273,4,6,0.0
809,0,6,0.0
1031,2,6,0.0
1492,4,6,0.0
695,2,3,0.0
2607,4,3,0.0
1154,1,3,0.0
1408,0,4,0.0
1637,3,5,0.0
2526,2,3,0.0
1194,4,0,0.0
2026,3,4,0.0
1536,2,2,0.0
2547,1,6,0.0
485,0,5,0.0
352,1,5,0.0
1786,4,5,0.0
2395,0,5,0.0
1539,0,6,0.0
2888,3,0,0.0
776,3,3,0.0
1758,2,0,0.0
533,4,2,0.0
2654,1,5,0.0
391,4,1,0.0
2498,3,3,0.0
923,1,0,0.0
399,1,3,0.0
959,1,6,0.0
2448,1,5,0.0
2672,1,5,0.0
942,0,3,0.0
911,0,5,0.0
1471,1,6,0.0
155,1,2,0.0
1745,2,3,0.0
1435,0,4,0.0
1483,2,2,0.0
115,2,0,0.0
515,0,6,0.0
2846,4,1,0.0
2594,4,6,0.0
1929,2,4,0.0
836,4,5,0.0
304,3,4,0.0
2537,3,1,0.0
2805,4,1,0.0
1888,4,1,0.0
1459,4,0,0.0
1791,3,4,0.0
903,4,6,0.0
811,0,6,0.0
1902,0,4,0.0
2839,2,4,0.0
743,2,0,0.0
1323,1,5,0.0
2211,2,1,0.0
2376,4,6,0.0
2102,1,6,0.0
1483,4,2,0.0
800,2,1,0.0
2552,1,2,0.0
715,1,5,0.0
124,2,6,0.0
322,3,2,0.0
2240,1,0,0.0
1812,0,6,0.0
301,4,4,0.0
1284,3,6,0.0
440,4,3,0.0
2907,3,5,0.0
1492,4,3,0.0
1739,3,6,0.0
690,1,1,0.0
2013,4,2,0.0
2591,3,4,0.0
468,2,0,0.0
1760,2,1,0.0
575,4,1,0.0
1063,2,6,0.0
1259,3,3,0.0
2142,3,5,0.0
2908,4,4,0.0
2075,2,6,0.0
2574,1,0,0.0
579,4,5,0.0
1610,4,3,0.0
1263,1,1,0.0
403,0,1,0.0
2545,0,0,0.0
774,3,0,0.0
1295,2,6,0.0
2721,2,3,0.0
1593,4,6,0.0
2136,2,1,0.0
1533,1,4,0.0
2967,0,4,0.0
1723,3,1,0.0
2050,0,2,0.0
1776,3,3,0.0
419,0,2,0.0
264,4,3,0.0
2114,2,2,0.0
2134,4,0,0.0
271,1,0,0.0
2222,0,4,0.0
2322,3,6,0.0
1151,0,0,0.0
188,1,4,0.0
2497,0,4,0.0
937,3,6,0.0
2145,3,4,0.0
1987,3,3,0.0
1861,4,1,0.0
1417,1,6,0.0
920,1,5,0.0
2253,0,0,0.0
2498,1,0,0.0
2059,2,4,0.0
55,0,4,0.0
2083,0,4,0.0
173,4,2,0.0
2510,0,0,0.0
2005,2,5,0.0
2968,2,5,0.0
815,0,5,0.0
349,3,4,0.0
2776,4,0,0.0
1037,3,1,0.0
1624,4,6,0.0
2125,0,2,0.0
706,1,2,0.0
319,3,4,0.0
2481,3,4,0.0
874,3,2,0.0
1222,4,0,0.0
831,3,5,0.0
511,2,2,0.0
1041,4,4,0.0
1732,0,0,0.0
640,1,4,0.0
2658,1,4,0.0
2972,4,4,0.0
673,3,1,0.0
1849,2,2,0.0
990,3,6,0.0
700,1,5,0.0
2387,0,3,0.0
2267,2,1,0.0
94,4,0,0.0
1517,4,4,0.0
2348,4,1,0.0
1263,4,1,0.0
785,1,3,0.0
1861,3,4,0.0
419,2,3,0.0
48,0,1,0.0
2852,2,1,0.0
1478,4,2,0.0
623,1,3,0.0
1044,4,6,0.0
737,1,5,0.0
2828,3,1,0.0
907,4,6,0.0
65,3,0,0.0
607,2,5,0.0
1911,1,3,0.0
2599,2,2,0.0
2601,1,3,0.0
955,1,1,0.0
1674,2,2,0.0
2594,3,1,0.0
170,1,5,0.0
1442,4,1,0.0
248,3,6,0.0
1504,0,5,0.0
2181,2,2,0.0
2541,2,5,0.0
2176,0,5,0.0
1758,1,2,0.0
2802,2,2,0.0
1446,0,2,0.0
1280,3,2,0.0
1628,1,3,0.0
73,0,3,0.0
1018,0,6,0.0
2980,2,2,0.0
421,0,3,0.0
1286,4,0,0.0
2925,1,5,0.0
2947,4,4,0.0
86,0,1,0.0
2882,2,1,0.0
593,2,0,0.0
149,3,5,0.0
359,3,0,0.0
1655,4,0,0.0
742,1,4,0.0
1622,2,2,0.0
1931,3,1,0.0
2264,3,3,0.0
2468,1,3,0.0
2324,2,6,0.0
2618,0,5,0.0
2458,2,5,0.0
766,4,6,0.0
1239,1,2,0.0
570,0,2,0.0
2892,0,5,0.0
1387,3,0,0.0
622,3,4,0.0
2843,4,4,0.0
1979,4,1,0.0
1678,1,3,0.0
2020,0,1,0.0
2857,2,3,0.0
917,3,6,0.0
1614,1,1,0.0
223,2,5,0.0
1719,1,5,0.0
2626,4,6,0.0
1483,3,4,0.0
2641,4,4,0.0
1626,3,0,0.0
746,1,6,0.0
259,2,0,0.0
1276,2,1,0.0
1344,3,6,0.0
1283,1,4,0.0
1165,1,6,0.0
1037,2,1,0.0
2689,2,6,0.0
505,3,4,0.0
547,0,2,0.0
1387,3,1,0.0
2853,4,5,0.0
1004,2,4,0.0
2130,1,0,0.0
1719,1,0,0.0
1752,0,4,0.0
2034,2,3,0.0
1843,3,5,0.0
846,4,2,0.0
2249,4,3,0.0
902,1,2,0.0
2375,3,0,0.0
991,3,5,0.0
16,3,0,0.0
2839,0,0,0.0
885,1,4,0.0
2215,1,5,0.0
780,2,4,0.0
1539,0,4,0.0
2082,4,4,0.0
1427,3,4,0.0
321,1,5,0.0
2276,2,3,0.0
2672,1,3,0.0
1006,4,6,0.0
1580,2,4,0.0
474,1,2,0.0
2738,3,2,0.0
2710,1,4,0.0
2677,2,5,0.0
1856,2,0,0.0
1275,2,0,0.0
2280,1,0,0.0
2345,3,4,0.0
939,1,1,0.0
1793,0,0,0.0
2265,0,5,0.0
1306,0,5,0.0
2871,0,1,0.0
61,4,4,0.0
414,1,5,0.0
2976,2,1,0.0
213,1,0,0.0
826,2,6,0.0
1953,2,6,0.0
2958,3,5,0.0
107,1,5,0.0
1292,4,3,0.0
941,0,1,0.0
2745,2,2,0.0
578,3,0,0.0
1753,2,3,0.0
1306,1,3,0.0
2377,4,0,0.0
2588,4,0,0.0
1189,0,5,0.0
1564,4,2,0.0
2070,0,2,0.0
1746,1,6,0.0
813,0,2,0.0
1530,4,5,0.0
2842,0,2,0.0
1370,4,4,0.0
334,3,3,0.0
287,4,2,0.0
568,2,5,0.0
1727,2,5,0.0
1165,4,2,0.0
558,3,1,0.0
1621,2,5,0.0
69,1,5,0.0
1757,3,6,0.0
1570,3,0,0.0
2237,0,0,0.0
622,1,6,0.0
2916,4,4,0.0
709,2,1,0.0
2522,1,4,0.0
2618,0,1,0.0
1150,4,2,0.0
74,1,0,0.0
2224,0,2,0.0
2408,3,0,0.0
432,3,6,0.0
2184,0,0,0.0
2768,0,5,0.0
713,3,1,0.0
1530,4,6,0.0
397,2,5,0.0
527,1,1,0.0
1948,4,3,0.0
2589,4,0,0.0
469,1,2,0.0
2167,4,2,0.0
248,1,2,0.0
2920,1,5,0.0
55,4,5,0.0
1326,3,6,0.0
2596,3,0,0.0
638,1,4,0.0
630,0,0,0.0
379,1,6,0.0
330,4,4,0.0
626,2,3,0.0
743,0,6,0.0
439,0,0,0.0
1128,4,6,0.0
1756,3,6,0.0
1944,2,5,0.0
325,2,2,0.0
372,3,0,0.0
2457,1,3,0.0
549,3,2,0.0
1478,2,1,0.0
2434,4,6,0.0
2399,0,3,0.0
1748,4,3,0.0
1566,2,6,0.0
2101,1,6,0.0
2612,4,0,0.0
790,4,5,0.0
1244,1,3,0.0
2474,4,1,0.0
2126,0,2,0.0
1923,4,0,0.0
932,2,4,0.0
2465,1,0,0.0
2282,3,2,0.0
1572,0,3,0.0
94,4,4,0.0
382,3,2,0.0
589,2,4,0.0
417,2,3,0.0
1044,4,0,0.0
2850,1,2,0.0
2375,0,3,0.0
2523,3,1,0.0
496,4,6,0.0
2577,3,6,0.0
112,1,4,0.0
1898,0,3,0.0
640,3,4,0.0
946,4,3,0.0
621,3,4,0.0
393,0,6,0.0
1980,0,2,0.0
2030,0,2,0.0
1831,2,1,0.0
665,1,5,0.0
97,3,2,0.0
1564,2,1,0.0
1632,0,3,0.0
2420,2,4,0.0
2685,1,1,0.0
53,3,3,0.0
1624,1,5,0.0
1770,2,0,0.0
2461,4,5,0.0
2164,2,5,0.0
1832,2,0,0.0
2714,1,1,0.0
1691,1,2,0.0
207,1,1,0.0
1080,3,3,0.0
2130,2,1,0.0
368,2,2,0.0
766,4,5,0.0
1399,0,6,0.0
1215,2,1,0.0
552,2,4,0.0
374,4,0,0.0
1321,2,0,0.0
1271,1,6,0.0
1527,1,3,0.0
511,4,5,0.0
1237,0,6,0.0
2918,0,3,0.0
797,0,5,0.0
2679,2,5,0.0
2770,1,6,0.0
2268,1,6,0.0
2457,0,6,0.0
1078,0,1,0.0
1030,3,1,0.0
1532,3,0,0.0
82,0,3,0.0
1512,2,0,0.0
2533,0,1,0.0
2551,4,1,0.0
2014,0,3,0.0
2090,2,3,0.0
432,0,0,0.0
1788,4,4,0.0
315,1,5,0.0
349,3,0,0.0
2895,4,2,0.0
1806,2,2,0.0
26,0,6,0.0
1114,4,1,0.0
1814,1,0,0.0
2318,4,4,0.0
1990,1,0,0.0
1838,3,4,0.0
1941,2,5,0.0
321,2,6,0.0
94,2,1,0.0
350,1,6,0.0
11,3,0,0.0
624,4,5,0.0
2579,0,5,0.0
1532,2,6,0.0
613,0,6,0.0
2714,1,3,0.0
83,2,4,0.0
915,2,1,0.0
2594,4,3,0.0
2959,1,5,0.0
2039,3,3,0.0
1697,3,0,0.0
2895,2,4,0.0
1661,3,4,0.0
2866,4,5,0.0
424,3,4,0.0
407,0,6,0.0
2598,4,2,0.0
1015,0,6,0.0
2447,1,5,0.0
991,1,0,0.0
1403,3,4,0.0
471,3,6,0.0
1169,1,4,0.0
26,2,6,0.0
751,0,3,0.0
1643,4,4,0.0
1468,3,1,0.0
1520,4,0,0.0
263,0,1,0.0
877,4,3,0.0
2987,2,3,0.0
880,3,0,0.0
2063,1,0,0.0
1926,3,5,0.0
2928,4,5,0.0
2755,0,4,0.0
1521,0,6,0.0
622,1,0,0.0
2998,1,6,0.0
1053,0,5,0.0
760,2,1,0.0
2377,0,0,0.0
2866,1,0,0.0
1894,1,2,0.0
1439,0,1,0.0
1929,1,3,0.0
500,1,6,0.0
1854,4,6,0.0
1556,4,4,0.0
1094,3,5,0.0
1973,1,3,0.0
863,1,1,0.0
2634,4,0,0.0
2579,2,5,0.0
2429,0,1,0.0
2139,4,1,0.0
1267,1,1,0.0
2499,4,4,0.0
2834,1,4,0.0
2077,1,1,0.0
557,3,4,0.0
1041,1,6,0.0
2298,2,0,0.0
1322,0,0,0.0
1631,2,4,0.0
1872,0,0,0.0
59,0,0,0.0
2620,3,6,0.0
2652,0,5,0.0
975,0,1,0.0
264,3,5,0.0
1593,0,4,0.0
2084,3,1,0.0
1986,1,1,0.0
2047,0,2,0.0
1750,0,0,0.0
617,1,3,0.0
547,1,3,0.0
1002,4,1,0.0
2746,4,0,0.0
584,3,6,0.0
36,4,2,0.0
1219,2,1,0.0
1973,3,2,0.0
1552,1,0,0.0
2940,1,6,0.0
1585,0,1,0.0
827,4,2,0.0
1178,1,6,0.0
2314,4,3,0.0
1087,0,2,0.0
58,1,5,0.0
1143,0,0,0.0
1285,0,5,0.0
1077,4,1,0.0
1007,3,2,0.0
1017,2,1,0.0
1249,3,6,0.0
1863,3,1,0.0
2548,2,0,0.0
2101,4,1,0.0
1963,2,0,0.0
2433,2,4,0.0
2108,3,0,0.0
1403,1,6,0.0
2927,0,0,0.0
2319,1,1,0.0
1635,3,1,0.0
2318,1,3,0.0
620,1,5,0.0
2810,3,5,0.0
756,1,1,0.0
1228,4,6,0.0
2349,1,1,0.0
2837,1,2,0.0
1553,4,5,0.0
1643,3,6,0.0
995,1,0,0.0
1296,2,5,0.0
1312,2,5,0.0
342,2,1,0.0
